Transaction_ID,Date,Customer_ID,Product_Category,Quantity,Unit_Price,Payment_Method,Return_Status,Customer_Age,Total_Spent
T2324,2026-01-14,C7655,Home,9,139.8,E-wallet,No,51.0,1258.2
T2325,2026-01-14,C9173,Beauty,3,326.19,E-wallet,No,28.0,978.57
T2326,2026-01-14,C5495,Grocery,4,301.92,Debit Card,Yes,53.0,1207.68
T2327,2026-01-14,C7002,Beauty,1,206.58,Debit Card,Yes,68.0,206.58
T2328,2026-01-14,C7614,Clothing,3,189.81,E-wallet,Yes,34.0,569.43
T2329,2026-01-14,C6919,Grocery,2,178.34,Credit Card,Yes,52.0,356.68
T2330,2026-01-14,C1853,Home,2,312.41,E-wallet,No,35.0,624.82
T2331,2026-01-14,C5146,Grocery,1,226.78,Cash,Yes,57.0,226.78
T2332,2026-01-14,C4769,Electronics,8,417.61,E-wallet,Yes,39.0,3340.88
T2333,2026-01-14,C1574,Grocery,3,338.11,Cash,No,74.0,1014.33
T2334,2026-01-14,C2148,Electronics,3,44.27,Debit Card,Yes,41.0,132.81
T2335,2026-01-14,C7293,Grocery,6,323.68,Credit Card,Yes,36.0,1942.08
T2336,2026-01-15,C7457,Electronics,8,142.86,Debit Card,No,54.0,1142.88
T2337,2026-01-15,C8509,Clothing,9,300.48,Cash,Yes,56.0,2704.32
T2338,2026-01-15,C5777,Beauty,9,343.26,Cash,Yes,38.0,3089.34
T2339,2026-01-15,C4854,Home,4,123.11,Cash,Yes,25.0,492.44
T2340,2026-01-15,C3491,Grocery,5,233.86,Credit Card,Yes,45.0,1169.3
T2341,2026-01-15,C4124,Beauty,2,103.26,E-wallet,Yes,22.0,206.52
T2342,2026-01-15,C6691,Home,9,35.65,Debit Card,No,34.0,320.85
T2343,2026-01-15,C4051,Home,8,195.45,Debit Card,No,46.72783505154639,1563.6
T2344,2026-01-15,C1004,Electronics,3,187.84,E-wallet,No,53.0,563.52
T2345,2026-01-15,C6222,Clothing,9,497.79,Debit Card,No,71.0,4480.11
T2346,2026-01-15,C6315,Clothing,3,228.71,Credit Card,No,36.0,686.13
T2347,2026-01-15,C5869,Beauty,9,173.45,Debit Card,No,44.0,1561.05
T2348,2026-01-15,C1876,Clothing,2,294.43,Cash,Yes,70.0,588.86
T2349,2026-01-15,C8027,Grocery,9,53.5,E-wallet,No,51.0,481.5
T2350,2026-01-15,C5142,Clothing,8,481.22,Credit Card,No,28.0,3849.76
T2351,2026-01-15,C7966,Beauty,9,321.13,E-wallet,Yes,71.0,2890.17
T2352,2026-01-15,C8079,Clothing,5,379.87,Credit Card,Yes,62.0,1899.35
T2353,2026-01-15,C8987,Grocery,2,93.53,Cash,No,64.0,187.06
T2354,2026-01-15,C7799,Electronics,8,210.64,E-wallet,Yes,29.0,1685.12
T2355,2026-01-15,C5465,Beauty,6,217.12,Debit Card,No,46.72783505154639,1302.72
T2356,2026-01-15,C1635,Electronics,8,412.69,Credit Card,Yes,38.0,3301.52
T2357,2026-01-15,C2693,Electronics,5,10.61,E-wallet,No,71.0,53.05
T2358,2026-01-15,C5752,Electronics,2,157.42,Debit Card,Yes,46.72783505154639,314.84
T2359,2026-01-15,C9311,Home,6,490.81,E-wallet,Yes,46.72783505154639,2944.86
T2360,2026-01-16,C1830,Home,5,242.69,E-wallet,No,45.0,1213.45
T2361,2026-01-16,C6177,Electronics,5,197.44,E-wallet,No,22.0,987.2
T2362,2026-01-16,C9932,Beauty,1,68.72,Credit Card,No,34.0,68.72
T2363,2026-01-16,C9308,Grocery,2,487.34,Debit Card,No,73.0,974.68
T2364,2026-01-16,C6949,Grocery,8,19.81,Cash,No,37.0,158.48
T2365,2026-01-16,C3838,Clothing,3,371.22,Credit Card,Yes,58.0,1113.66
T2366,2026-01-16,C2150,Beauty,3,386.61,Credit Card,No,63.0,1159.83
T2367,2026-01-16,C8560,Home,8,129.39,Credit Card,No,29.0,1035.12
T2368,2026-01-16,C2931,Electronics,8,339.06,Cash,Yes,23.0,2712.48
T2369,2026-01-16,C2664,Clothing,2,55.54,Debit Card,Yes,34.0,111.08
T2370,2026-01-16,C2081,Grocery,8,135.95,Debit Card,No,68.0,1087.6
T2371,2026-01-16,C1512,Home,1,396.07,Debit Card,Yes,36.0,396.07
T2372,2026-01-16,C8805,Home,6,433.7,E-wallet,Yes,43.0,2602.2
T2373,2026-01-16,C6237,Electronics,8,308.16,E-wallet,No,65.0,2465.28
T2374,2026-01-16,C1559,Grocery,3,258.35,E-wallet,Yes,61.0,775.05
T2375,2026-01-16,C4672,Beauty,8,88.06,Cash,Yes,61.0,704.48
T2376,2026-01-16,C8404,Home,1,40.92,E-wallet,No,69.0,40.92
T2377,2026-01-16,C4343,Electronics,9,67.65,Cash,No,49.0,608.85
T2378,2026-01-16,C5070,Beauty,9,121.41,Debit Card,Yes,23.0,1092.69
T2379,2026-01-16,C1580,Grocery,5,177.42,E-wallet,Yes,72.0,887.1
T2380,2026-01-16,C8004,Home,4,196.65,E-wallet,No,53.0,786.6
T2381,2026-01-16,C9130,Beauty,6,179.7,Credit Card,Yes,55.0,1078.2
T2382,2026-01-16,C4147,Beauty,7,127.14,Cash,Yes,28.0,889.98
T2383,2026-01-16,C5249,Beauty,5,259.76,Debit Card,Yes,50.0,1298.8
T2384,2026-01-17,C2679,Home,9,414.39,Credit Card,No,41.0,3729.51
T2385,2026-01-17,C4506,Home,3,147.05,Credit Card,Yes,46.72783505154639,441.15
T2386,2026-01-17,C8253,Clothing,7,471.77,Debit Card,Yes,32.0,3302.39
T2387,2026-01-17,C3744,Grocery,5,437.93,Credit Card,No,44.0,2189.65
T2388,2026-01-17,C6188,Electronics,7,89.26,Cash,Yes,28.0,624.82
T2389,2026-01-17,C3141,Beauty,2,395.28,Cash,Yes,74.0,790.56
T2390,2026-01-17,C7617,Clothing,4,291.55,E-wallet,No,68.0,1166.2
T2391,2026-01-17,C3479,Electronics,2,287.62,Credit Card,No,67.0,575.24
T2392,2026-01-17,C7484,Clothing,7,201.61,E-wallet,No,34.0,1411.27
T2393,2026-01-17,C8421,Home,2,255.56,Credit Card,No,68.0,511.12
T2394,2026-01-17,C5452,Beauty,1,204.62,Cash,Yes,70.0,204.62
T2395,2026-01-17,C6881,Electronics,9,274.47,Cash,Yes,31.0,2470.23
T2396,2026-01-17,C7665,Electronics,1,317.7,Cash,No,46.72783505154639,317.7
T2397,2026-01-17,C3849,Electronics,8,340.41,Credit Card,No,35.0,2723.28
T2398,2026-01-17,C8390,Electronics,2,270.92,Cash,Yes,45.0,541.84
T2399,2026-01-17,C7905,Electronics,8,363.5,Credit Card,No,68.0,2908.0
T2400,2026-01-17,C3489,Clothing,3,79.23,E-wallet,Yes,64.0,237.69
T2401,2026-01-17,C5611,Beauty,6,113.87,Credit Card,No,46.72783505154639,683.22
T2402,2026-01-17,C3839,Home,3,411.18,E-wallet,Yes,21.0,1233.54
T2403,2026-01-17,C9527,Home,7,168.04,Credit Card,No,24.0,1176.28
T2404,2026-01-17,C6878,Home,9,21.22,E-wallet,No,62.0,190.98
T2405,2026-01-17,C7303,Home,2,85.36,Cash,Yes,52.0,170.72
T2406,2026-01-17,C1851,Clothing,5,119.57,E-wallet,No,65.0,597.85
T2407,2026-01-17,C2687,Grocery,6,479.09,Cash,Yes,26.0,2874.54
T2408,2026-01-18,C7833,Beauty,4,290.79,Cash,Yes,25.0,1163.16
T2409,2026-01-18,C3427,Electronics,4,467.04,E-wallet,Yes,69.0,1868.16
T2410,2026-01-18,C5000,Grocery,4,291.83,Credit Card,Yes,62.0,1167.32
T2411,2026-01-18,C6052,Home,2,244.88,Credit Card,Yes,34.0,489.76
T2412,2026-01-18,C3738,Grocery,4,163.73,Debit Card,No,34.0,654.92
T2413,2026-01-18,C6732,Beauty,1,307.12,Credit Card,No,46.72783505154639,307.12
T2414,2026-01-18,C6387,Electronics,6,78.21,Debit Card,Yes,50.0,469.26
T2415,2026-01-18,C9002,Electronics,1,450.15,Credit Card,No,49.0,450.15
T2416,2026-01-18,C6536,Beauty,6,416.37,Credit Card,Yes,25.0,2498.22
T2417,2026-01-18,C4913,Beauty,1,165.59,Cash,No,36.0,165.59
T2418,2026-01-18,C2066,Home,6,476.87,Debit Card,No,55.0,2861.22
T2419,2026-01-18,C8723,Electronics,8,414.35,Credit Card,No,20.0,3314.8
T2420,2026-01-18,C5380,Grocery,2,336.49,Debit Card,No,22.0,672.98
T2421,2026-01-18,C5107,Clothing,2,69.66,Cash,Yes,46.72783505154639,139.32
T2422,2026-01-18,C6726,Clothing,4,244.33,Cash,Yes,64.0,977.32
T2423,2026-01-18,C4373,Beauty,3,257.99,Debit Card,No,63.0,773.97
T2424,2026-01-18,C9945,Home,4,123.95,Cash,No,48.0,495.8
T2425,2026-01-18,C3082,Clothing,7,49.18,E-wallet,Yes,72.0,344.26
T2426,2026-01-18,C9967,Electronics,1,390.59,E-wallet,No,46.72783505154639,390.59
T2427,2026-01-18,C7748,Beauty,6,69.8,Cash,Yes,67.0,418.8
T2428,2026-01-18,C1417,Grocery,3,301.2,E-wallet,Yes,49.0,903.6
T2429,2026-01-18,C9306,Beauty,7,468.86,Credit Card,Yes,39.0,3282.02
T2430,2026-01-18,C9808,Grocery,2,439.29,Debit Card,No,46.0,878.58
T2431,2026-01-18,C4974,Beauty,2,146.1,Credit Card,Yes,39.0,292.2
T2432,2026-01-19,C4267,Beauty,4,427.21,Debit Card,No,60.0,1708.84
T2433,2026-01-19,C1825,Beauty,1,10.16,Cash,Yes,46.72783505154639,10.16
T2434,2026-01-19,C8668,Grocery,3,18.67,Credit Card,No,71.0,56.01
T2435,2026-01-19,C6745,Grocery,9,305.25,Cash,No,27.0,2747.25
T2436,2026-01-19,C1412,Beauty,7,188.75,Cash,No,59.0,1321.25
T2437,2026-01-19,C8543,Clothing,7,199.37,Debit Card,Yes,38.0,1395.59
T2438,2026-01-19,C8587,Home,4,286.58,Debit Card,Yes,33.0,1146.32
T2439,2026-01-19,C1728,Home,2,103.97,Debit Card,No,29.0,207.94
T2440,2026-01-19,C8164,Home,4,113.76,Credit Card,No,19.0,455.04
T2441,2026-01-19,C9867,Grocery,6,247.45,E-wallet,No,58.0,1484.7
T2442,2026-01-19,C6988,Grocery,3,379.58,Debit Card,Yes,41.0,1138.74
T2443,2026-01-19,C3504,Clothing,1,313.55,Debit Card,Yes,52.0,313.55
T2444,2026-01-19,C3967,Home,8,155.7,Credit Card,Yes,73.0,1245.6
T2445,2026-01-19,C3786,Home,5,220.87,Debit Card,Yes,47.0,1104.35
T2446,2026-01-19,C2122,Beauty,5,93.63,Credit Card,No,74.0,468.15
T2447,2026-01-19,C5079,Grocery,4,46.57,Cash,No,47.0,186.28
T2448,2026-01-19,C2571,Home,6,393.52,Debit Card,Yes,64.0,2361.12
T2449,2026-01-19,C6073,Clothing,3,140.04,Debit Card,Yes,52.0,420.12
T2450,2026-01-19,C6104,Clothing,9,97.11,Cash,No,36.0,873.99
T2451,2026-01-19,C3143,Home,5,348.89,Cash,Yes,67.0,1744.45
T2452,2026-01-19,C7806,Grocery,3,312.85,Cash,Yes,25.0,938.55
T2453,2026-01-19,C8357,Clothing,1,320.26,Debit Card,Yes,43.0,320.26
T2454,2026-01-19,C4440,Beauty,6,122.16,E-wallet,Yes,66.0,732.96
T2455,2026-01-19,C4766,Clothing,2,124.0,E-wallet,Yes,57.0,248.0
T2456,2026-01-20,C6644,Electronics,3,118.19,E-wallet,Yes,24.0,354.57
T2457,2026-01-20,C3914,Electronics,1,95.14,Debit Card,No,47.0,95.14
T2458,2026-01-20,C5968,Grocery,9,331.3,Cash,Yes,24.0,2981.7
T2459,2026-01-20,C6917,Home,8,425.53,Debit Card,Yes,20.0,3404.24
T2460,2026-01-20,C9787,Grocery,2,364.92,Cash,No,18.0,729.84
T2461,2026-01-20,C1728,Grocery,8,398.13,Debit Card,No,53.0,3185.04
T2462,2026-01-20,C2365,Grocery,9,208.35,Debit Card,No,42.0,1875.15
T2463,2026-01-20,C5492,Grocery,1,330.5,Cash,Yes,54.0,330.5
T2464,2026-01-20,C1698,Beauty,5,183.58,Debit Card,No,18.0,917.9
T2465,2026-01-20,C8186,Beauty,8,267.5,Cash,Yes,46.72783505154639,2140.0
T2466,2026-01-20,C1395,Clothing,2,246.0,Credit Card,Yes,54.0,492.0
T2467,2026-01-20,C8400,Electronics,4,96.67,Credit Card,Yes,30.0,386.68
T2468,2026-01-20,C9082,Grocery,7,199.67,Cash,No,57.0,1397.69
T2469,2026-01-20,C5171,Clothing,3,482.27,Debit Card,No,25.0,1446.81
T2470,2026-01-20,C5360,Electronics,5,131.8,Credit Card,No,22.0,659.0
T2471,2026-01-20,C3502,Home,8,75.56,Credit Card,No,26.0,604.48
T2472,2026-01-20,C1717,Beauty,3,215.1,Debit Card,No,18.0,645.3
T2473,2026-01-20,C3782,Electronics,4,397.27,Debit Card,Yes,53.0,1589.08
T2474,2026-01-20,C5946,Home,9,295.25,E-wallet,Yes,52.0,2657.25
T2475,2026-01-20,C6486,Electronics,7,343.68,Debit Card,Yes,19.0,2405.76
T2476,2026-01-20,C9335,Beauty,1,102.95,Cash,Yes,57.0,102.95
T2477,2026-01-20,C5980,Beauty,4,313.28,Cash,No,40.0,1253.12
T2478,2026-01-20,C8266,Clothing,4,168.52,E-wallet,No,26.0,674.08
T2479,2026-01-20,C5491,Grocery,9,418.81,Credit Card,Yes,51.0,3769.29
T2480,2026-01-21,C8192,Electronics,6,318.36,Credit Card,No,63.0,1910.16
T2481,2026-01-21,C6588,Electronics,9,107.44,Debit Card,No,31.0,966.96
T2482,2026-01-21,C8651,Home,6,41.66,Cash,Yes,21.0,249.96
T2483,2026-01-21,C4636,Beauty,6,30.89,Credit Card,Yes,47.0,185.34
T2484,2026-01-21,C2167,Electronics,5,191.99,E-wallet,No,48.0,959.95
T2485,2026-01-21,C2062,Beauty,5,140.27,E-wallet,No,55.0,701.35
T2486,2026-01-21,C3156,Electronics,2,326.58,Cash,Yes,28.0,653.16
T2487,2026-01-21,C8860,Clothing,8,254.67,E-wallet,Yes,52.0,2037.36
T2488,2026-01-21,C6161,Grocery,8,140.35,E-wallet,Yes,25.0,1122.8
T2489,2026-01-21,C6305,Electronics,1,83.13,Cash,No,20.0,83.13
T2490,2026-01-21,C7541,Beauty,8,72.33,Debit Card,Yes,31.0,578.64
T2491,2026-01-21,C5729,Clothing,5,433.68,Debit Card,Yes,30.0,2168.4
T2492,2026-01-21,C8330,Electronics,2,129.3,Debit Card,No,62.0,258.6
T2493,2026-01-21,C6334,Home,2,329.34,Debit Card,No,49.0,658.68
T2494,2026-01-21,C9924,Grocery,6,407.24,Debit Card,No,51.0,2443.44
T2495,2026-01-21,C5330,Electronics,9,310.9,E-wallet,No,62.0,2798.1
T2496,2026-01-21,C9010,Clothing,1,431.19,Debit Card,No,36.0,431.19
T2497,2026-01-21,C7801,Home,6,202.27,E-wallet,Yes,55.0,1213.62
T2498,2026-01-21,C5846,Clothing,9,478.55,Credit Card,Yes,46.72783505154639,4306.95
T2499,2026-01-21,C7731,Clothing,8,75.24,Cash,No,19.0,601.92
T2259,2026-01-11,C9754,Home,9,205.95,Cash,No,71.0,1853.55
T2362,2026-01-16,C9932,Beauty,1,68.72,Credit Card,No,34.0,68.72
T2195,2026-01-09,C7546,Clothing,8,378.69,E-wallet,No,32.0,3029.52
T2105,2026-01-05,C1502,Clothing,6,334.68,Cash,Yes,35.0,2008.08
T2104,2026-01-05,C8385,Beauty,5,293.91,E-wallet,No,37.0,1469.55
T2393,2026-01-17,C8421,Home,2,255.56,Credit Card,No,68.0,511.12
T2300,2026-01-13,C5014,Beauty,8,241.72,Debit Card,No,40.0,1933.76
T2183,2026-01-08,C3931,Grocery,4,460.15,Cash,Yes,72.0,1840.6
T2066,2026-01-03,C7863,Grocery,8,109.75,E-wallet,No,58.0,878.0
T2441,2026-01-19,C9867,Grocery,6,247.45,E-wallet,No,58.0,1484.7
